ATGC008.COG0008,Streptococcus_salivarius_CCHSS3.GCF_000253335.1,Streptococcus_salivarius_CCHSS3.GCF_000253335.1:1:1000641..1001018
ATGC008.COG1441,Streptococcus_salivarius_CCHSS3.GCF_000253335.1,Streptococcus_salivarius_CCHSS3.GCF_000253335.1:1:1000996..1001277
ATGC008.COG1571,Streptococcus_salivarius_CCHSS3.GCF_000253335.1,Streptococcus_salivarius_CCHSS3.GCF_000253335.1:1:1001439..1001798
ATGC008.COG1867,Streptococcus_salivarius_CCHSS3.GCF_000253335.1,Streptococcus_salivarius_CCHSS3.GCF_000253335.1:1:1002744..1003328
ATGC008.COG1722,Streptococcus_salivarius_CCHSS3.GCF_000253335.1,Streptococcus_salivarius_CCHSS3.GCF_000253335.1:1:1003570..1004556
ATGC008.COG2148,Streptococcus_salivarius_CCHSS3.GCF_000253335.1,Streptococcus_salivarius_CCHSS3.GCF_000253335.1:1:1004760..1005653
ATGC008.COG2149,Streptococcus_salivarius_CCHSS3.GCF_000253335.1,Streptococcus_salivarius_CCHSS3.GCF_000253335.1:1:1005650..1006390
ATGC008.COG2150,Streptococcus_salivarius_CCHSS3.GCF_000253335.1,Streptococcus_salivarius_CCHSS3.GCF_000253335.1:1:1006383..1006961
ATGC008.COG0648,Streptococcus_salivarius_CCHSS3.GCF_000253335.1,Streptococcus_salivarius_CCHSS3.GCF_000253335.1:1:1009277..1009975
ATGC008.COG0647,Streptococcus_salivarius_CCHSS3.GCF_000253335.1,Streptococcus_salivarius_CCHSS3.GCF_000253335.1:1:1010041..1010373
ATGC008.COG0646,Streptococcus_salivarius_CCHSS3.GCF_000253335.1,Streptococcus_salivarius_CCHSS3.GCF_000253335.1:1:1010406..1011968
ATGC008.COG0645,Streptococcus_salivarius_CCHSS3.GCF_000253335.1,Streptococcus_salivarius_CCHSS3.GCF_000253335.1:1:1012084..1012611
ATGC008.COG0585,Streptococcus_salivarius_CCHSS3.GCF_000253335.1,Streptococcus_salivarius_CCHSS3.GCF_000253335.1:1:101221..101622
ATGC008.COG0644,Streptococcus_salivarius_CCHSS3.GCF_000253335.1,Streptococcus_salivarius_CCHSS3.GCF_000253335.1:1:1012634..1013149
ATGC008.COG0643,Streptococcus_salivarius_CCHSS3.GCF_000253335.1,Streptococcus_salivarius_CCHSS3.GCF_000253335.1:1:1013244..1013933
ATGC008.COG0642,Streptococcus_salivarius_CCHSS3.GCF_000253335.1,Streptococcus_salivarius_CCHSS3.GCF_000253335.1:1:1014062..1014916
ATGC008.COG1134,Streptococcus_salivarius_CCHSS3.GCF_000253335.1,Streptococcus_salivarius_CCHSS3.GCF_000253335.1:1:1014903..1015673
ATGC008.COG0641,Streptococcus_salivarius_CCHSS3.GCF_000253335.1,Streptococcus_salivarius_CCHSS3.GCF_000253335.1:1:1015680..1016600
ATGC008.COG0640,Streptococcus_salivarius_CCHSS3.GCF_000253335.1,Streptococcus_salivarius_CCHSS3.GCF_000253335.1:1:1016667..1017506
ATGC008.COG0639,Streptococcus_salivarius_CCHSS3.GCF_000253335.1,Streptococcus_salivarius_CCHSS3.GCF_000253335.1:1:1017674..1019818
ATGC008.COG1846,Streptococcus_salivarius_CCHSS3.GCF_000253335.1,Streptococcus_salivarius_CCHSS3.GCF_000253335.1:1:101913..103580
ATGC008.COG1866,Streptococcus_salivarius_CCHSS3.GCF_000253335.1,Streptococcus_salivarius_CCHSS3.GCF_000253335.1:1:1020001..1020675
ATGC008.COG2112,Streptococcus_salivarius_CCHSS3.GCF_000253335.1,Streptococcus_salivarius_CCHSS3.GCF_000253335.1:1:1020680..1021408
ATGC008.COG2111,Streptococcus_salivarius_CCHSS3.GCF_000253335.1,Streptococcus_salivarius_CCHSS3.GCF_000253335.1:1:1021395..1022042
ATGC008.COG0004,Streptococcus_salivarius_CCHSS3.GCF_000253335.1,Streptococcus_salivarius_CCHSS3.GCF_000253335.1:1:1022176..1023000
ATGC008.COG0638,Streptococcus_salivarius_CCHSS3.GCF_000253335.1,Streptococcus_salivarius_CCHSS3.GCF_000253335.1:1:1023035..1023694
ATGC008.COG1099,Streptococcus_salivarius_CCHSS3.GCF_000253335.1,Streptococcus_salivarius_CCHSS3.GCF_000253335.1:1:1023784..1025061
