ATGC032.COG033,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:10047..10853
ATGC032.COG034,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:102373..105231
ATGC032.COG035,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:105270..106157
ATGC032.COG036,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:106181..106891
ATGC032.COG037,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:106904..107455
ATGC032.COG038,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:107455..108573
ATGC032.COG039,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:10768..11553
ATGC032.COG040,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:108578..109684
ATGC032.COG041,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:109687..110502
ATGC032.COG042,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:110525..115009
ATGC032.COG043,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:115031..118411
ATGC032.COG044,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:11566..13215
ATGC032.COG603,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:126385..128217
ATGC032.COG045,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:128217..128921
ATGC032.COG046,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:128899..129912
ATGC032.COG644,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:129896..130909
ATGC032.COG047,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:130899..131780
ATGC032.COG048,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:131781..132707
ATGC032.COG049,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:13224..14393
ATGC032.COG604,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:137662..139638
ATGC032.COG050,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:139654..141153
ATGC032.COG051,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:141451..143319
ATGC032.COG052,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:143334..143603
ATGC032.COG053,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:143596..145443
ATGC032.COG054,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:145443..145802
ATGC032.COG055,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:150595..151026
ATGC032.COG056,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:151035..151679
ATGC032.COG057,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:151651..153624
ATGC032.COG058,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:155394..158138
ATGC032.COG059,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:158126..158554
ATGC032.COG060,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:158529..159101
ATGC032.COG061,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:159070..160023
ATGC032.COG062,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:160023..161252
ATGC032.COG063,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:161595..162254
ATGC032.COG064,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:162261..163208
ATGC032.COG065,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:163214..165364
ATGC032.COG066,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:165409..165897
ATGC032.COG067,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:165888..167918
ATGC032.COG068,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:167911..168615
ATGC032.COG069,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:170025..172697
ATGC032.COG070,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:172785..174272
ATGC032.COG071,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:174339..174647
ATGC032.COG072,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:174729..175811
ATGC032.COG073,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:175816..176670
ATGC032.COG074,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:176658..177206
ATGC032.COG075,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:177298..177768
ATGC032.COG076,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:177704..178252
ATGC032.COG077,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:178299..178823
ATGC032.COG078,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:179306..179755
ATGC032.COG079,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:179758..179967
ATGC032.COG080,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:180140..180649
ATGC032.COG081,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:180689..181051
ATGC032.COG711,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:181100..181273
ATGC032.COG082,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:181273..181464
ATGC032.COG083,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:183141..184346
ATGC032.COG084,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:184481..186613
ATGC032.COG085,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:1886..2674
ATGC032.COG701,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:188613..189803
ATGC032.COG663,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:189921..191972
ATGC032.COG002,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:193977..195167
ATGC032.COG663,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:195285..197336
ATGC032.COG086,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:201969..202520
ATGC032.COG087,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:204071..206029
ATGC032.COG088,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:206051..207505
ATGC032.COG645,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:208126..209625
ATGC032.COG089,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:210780..211700
ATGC032.COG090,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:211693..212739
ATGC032.COG091,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:212846..215797
ATGC032.COG092,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:21299..22126
ATGC032.COG093,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:215797..216843
ATGC032.COG094,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:216818..217144
ATGC032.COG095,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:217207..217827
ATGC032.COG096,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:217827..218111
ATGC032.COG097,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:218124..219845
ATGC032.COG098,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:219857..220681
ATGC032.COG099,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:220797..223973
ATGC032.COG100,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:223973..224782
ATGC032.COG101,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:224850..225767
ATGC032.COG605,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1,Mycoplasma_gallisepticum_CA06_2006_052_5_2P.GCF_000286795.1:1:225928..229305
